study_name,instrument_name,question_name,concept_name
soep-is,soep-is-2012-haupt,Q168,lab06
soep-is,soep-is-2012-haupt,Q168,lab07
soep-is,soep-is-2012-haupt,Q168,lab07
soep-is,soep-is-2012-haupt,Q168,lab08
soep-is,soep-is-2012-haupt,Q168,lab08ka
soep-is,soep-is-2012-haupt,Q169,lab08x
soep-is,soep-is-2012-haupt,Q170,paus1
soep-is,soep-is-2012-haupt,Q171,pausx
soep-is,soep-is-2012-haupt,Q172,paus2
soep-is,soep-is-2012-haupt,Q173,lal10a
soep-is,soep-is-2012-haupt,Q174,lal10b
soep-is,soep-is-2012-haupt,Q175,palo
soep-is,soep-is-2012-haupt,Q176,lal10c
soep-is,soep-is-2012-haupt,Q177,lbesch10
soep-is,soep-is-2012-haupt,Q177,lbesch10n
soep-is,soep-is-2012-haupt,Q178,palo_ohne_lela
soep-is,soep-is-2012-haupt,Q179,pend1
soep-is,soep-is-2012-haupt,Q180,pend2
soep-is,soep-is-2012-haupt,Q180,pend3
soep-is,soep-is-2012-haupt,Q180,pendka
soep-is,soep-is-2012-haupt,Q181,perw
soep-is,soep-is-2012-haupt,Q182,paz12
soep-is,soep-is-2012-haupt,Q183,pbefr2
soep-is,soep-is-2012-haupt,Q184,paz11
soep-is,soep-is-2012-haupt,Q185,lend
soep-is,soep-is-2012-haupt,Q185,l1no
soep-is,soep-is-2012-haupt,Q186,lstd
soep-is,soep-is-2012-haupt,Q187,l1oed
soep-is,soep-is-2012-haupt,Q188,pnerw02
soep-is,soep-is-2012-haupt,Q189,pnerw10
soep-is,soep-is-2012-haupt,Q190,pnerw09
soep-is,soep-is-2012-haupt,Q191,pwexl1
soep-is,soep-is-2012-haupt,Q192,pwexl14
soep-is,soep-is-2012-haupt,Q192,pwexl15
soep-is,soep-is-2012-haupt,Q193,pwexl4
soep-is,soep-is-2012-haupt,Q194,pber
soep-is,soep-is-2012-haupt,Q195,poed
soep-is,soep-is-2012-haupt,Q196,pbra
soep-is,soep-is-2012-haupt,Q197,x
soep-is,soep-is-2012-haupt,Q198,pvor1
soep-is,soep-is-2012-haupt,Q199,parb
soep-is,soep-is-2012-haupt,Q200,pang
soep-is,soep-is-2012-haupt,Q201,pamt
soep-is,soep-is-2012-haupt,Q202,pazubi
soep-is,soep-is-2012-haupt,Q203,pseitj
soep-is,soep-is-2012-haupt,Q203,pseitm
soep-is,soep-is-2012-haupt,Q204,pzaf
soep-is,soep-is-2012-haupt,Q205,pbefr1
soep-is,soep-is-2012-haupt,Q206,pgesunt
soep-is,soep-is-2012-haupt,Q207,psstx1
soep-is,soep-is-2012-haupt,Q208,psstx2
soep-is,soep-is-2012-haupt,Q209,paz08
soep-is,soep-is-2012-haupt,Q209,paz09
soep-is,soep-is-2012-haupt,Q210,paz10
soep-is,soep-is-2012-haupt,Q211,paz15
soep-is,soep-is-2012-haupt,Q211,paz16
soep-is,soep-is-2012-haupt,Q212,paz17
soep-is,soep-is-2012-haupt,Q212,paz18
soep-is,soep-is-2012-haupt,Q213,pustd1
soep-is,soep-is-2012-haupt,Q214,pustd2
soep-is,soep-is-2012-haupt,Q215,pustd3
soep-is,soep-is-2012-haupt,Q216,pustd4
soep-is,soep-is-2012-haupt,Q217,pustd6
soep-is,soep-is-2012-haupt,Q217,pustd5
soep-is,soep-is-2012-haupt,Q218,pwohn1
soep-is,soep-is-2012-haupt,Q219,pwohn3
soep-is,soep-is-2012-haupt,Q220,pwohn4
soep-is,soep-is-2012-haupt,Q220,pwohn5
soep-is,soep-is-2012-haupt,Q221,pbrut
soep-is,soep-is-2012-haupt,Q221,pnett
soep-is,soep-is-2012-haupt,Q222,pjob
soep-is,soep-is-2012-haupt,Q223,pjob15
soep-is,soep-is-2012-haupt,Q226,csm0902
soep-is,soep-is-2012-haupt,Q226,csm0901
soep-is,soep-is-2012-haupt,Q227,csm10
soep-is,soep-is-2012-haupt,Q228,csm11
soep-is,soep-is-2012-haupt,Q229a,csm1201
soep-is,soep-is-2012-haupt,Q229a,csm1202
soep-is,soep-is-2012-haupt,Q229a,csm1203
soep-is,soep-is-2012-haupt,Q229a,csm1204
soep-is,soep-is-2012-haupt,Q229a,csm1205
soep-is,soep-is-2012-haupt,Q229a,csm1206
soep-is,soep-is-2012-haupt,Q229b,csm1207
soep-is,soep-is-2012-haupt,Q229b,csm1208
soep-is,soep-is-2012-haupt,Q229b,csm1209
soep-is,soep-is-2012-haupt,Q229b,csm1210
soep-is,soep-is-2012-haupt,Q229b,csm1211
soep-is,soep-is-2012-haupt,Q229b,csm1212
soep-is,soep-is-2012-haupt,Q230,csm0502
soep-is,soep-is-2012-haupt,Q230,csm0501
soep-is,soep-is-2012-haupt,Q231,csm06
soep-is,soep-is-2012-haupt,Q232,csm07
soep-is,soep-is-2012-haupt,Q233a,csm0801
soep-is,soep-is-2012-haupt,Q233a,csm0802
soep-is,soep-is-2012-haupt,Q233a,csm0803
soep-is,soep-is-2012-haupt,Q233a,csm0804
soep-is,soep-is-2012-haupt,Q233a,csm0805
soep-is,soep-is-2012-haupt,Q233a,csm0806
soep-is,soep-is-2012-haupt,Q233b,csm0807
soep-is,soep-is-2012-haupt,Q233b,csm0808
soep-is,soep-is-2012-haupt,Q233b,csm0809
soep-is,soep-is-2012-haupt,Q233b,csm0810
soep-is,soep-is-2012-haupt,Q233b,csm0811
soep-is,soep-is-2012-haupt,Q233b,csm0812
soep-is,soep-is-2012-haupt,Q234,csm0102
soep-is,soep-is-2012-haupt,Q234,csm0101
soep-is,soep-is-2012-haupt,Q235,csm02
soep-is,soep-is-2012-haupt,Q236,csm03
soep-is,soep-is-2012-haupt,Q237a,csm0401
soep-is,soep-is-2012-haupt,Q237a,csm0402
soep-is,soep-is-2012-haupt,Q237a,csm0403
soep-is,soep-is-2012-haupt,Q237a,csm0404
soep-is,soep-is-2012-haupt,Q237a,csm0405
soep-is,soep-is-2012-haupt,Q237a,csm0406
soep-is,soep-is-2012-haupt,Q237b,csm0406
soep-is,soep-is-2012-haupt,Q237b,csm0407
soep-is,soep-is-2012-haupt,Q237b,csm0408
soep-is,soep-is-2012-haupt,Q237b,csm0409
soep-is,soep-is-2012-haupt,Q237b,csm0410
soep-is,soep-is-2012-haupt,Q237b,csm0411
soep-is,soep-is-2012-haupt,Q237b,csm0412
soep-is,soep-is-2012-haupt,Q238,q1drm_a
soep-is,soep-is-2012-haupt,Q239,q2drm
soep-is,soep-is-2012-haupt,Q239,q2drm_so
soep-is,soep-is-2012-haupt,Q240,q3drm
soep-is,soep-is-2012-haupt,Q241,q4drm
soep-is,soep-is-2012-haupt,Q242,q5drm
soep-is,soep-is-2012-haupt,Q243,q6drm
soep-is,soep-is-2012-haupt,Q243,q6drm_so
soep-is,soep-is-2012-haupt,Q7drm,q7drm_s
soep-is,soep-is-2012-haupt,Q8drm,q8drm_e
soep-is,soep-is-2012-haupt,Q244,q9drm
soep-is,soep-is-2012-haupt,Q245,q10drm
soep-is,soep-is-2012-haupt,Q246,q11drm_x_1
soep-is,soep-is-2012-haupt,Q246,q11drm_x_2
soep-is,soep-is-2012-haupt,Q246,q11drm_x_3
soep-is,soep-is-2012-haupt,Q246,q11drm_x_4
soep-is,soep-is-2012-haupt,Q246,q11drm_x_5
soep-is,soep-is-2012-haupt,Q246,q11drm_x_6
soep-is,soep-is-2012-haupt,Q246,q11drm_x_7
soep-is,soep-is-2012-haupt,Q246,q11drm_x_8
soep-is,soep-is-2012-haupt,Q246,q11drm_x_9
soep-is,soep-is-2012-haupt,Q246,q11drm_x_10
soep-is,soep-is-2012-haupt,Q247,q12drm_x_1
soep-is,soep-is-2012-haupt,Q247,q12drm_x_2
soep-is,soep-is-2012-haupt,Q247,q12drm_x_3
soep-is,soep-is-2012-haupt,Q247,q12drm_x_4
soep-is,soep-is-2012-haupt,Q247,q12drm_x_5
soep-is,soep-is-2012-haupt,Q247,q12drm_x_6
soep-is,soep-is-2012-haupt,Q247,q12drm_x_7
soep-is,soep-is-2012-haupt,Q247,q12drm_x_8
soep-is,soep-is-2012-haupt,Q247,q12drm_x_9
soep-is,soep-is-2012-haupt,Q247,q12drm_x_10
soep-is,soep-is-2012-haupt,Q247,q12drm_x_11
soep-is,soep-is-2012-haupt,Q247,q12drm_x_12
soep-is,soep-is-2012-haupt,Q247,q12drm_x_13
soep-is,soep-is-2012-haupt,Q249,eb_drm2
soep-is,soep-is-2012-haupt,Q249,eb_drm2o
soep-is,soep-is-2012-haupt,Q250,lvm
soep-is,soep-is-2012-haupt,Q251,lv03a
soep-is,soep-is-2012-haupt,Q252,lv03b
soep-is,soep-is-2012-haupt,Q253,lv04
soep-is,soep-is-2012-haupt,Q254,lv05
soep-is,soep-is-2012-haupt,Q255,lv06
soep-is,soep-is-2012-haupt,Q256,lv12
soep-is,soep-is-2012-haupt,Q257,lv08
soep-is,soep-is-2012-haupt,Q258,lv09
soep-is,soep-is-2012-haupt,Q259,lv10
soep-is,soep-is-2012-haupt,Q260,lv11
soep-is,soep-is-2012-haupt,Q261,lv07
soep-is,soep-is-2012-haupt,Q262,lm03a
soep-is,soep-is-2012-haupt,Q263,lm03b
soep-is,soep-is-2012-haupt,Q264,lm04
soep-is,soep-is-2012-haupt,Q265,lm05
soep-is,soep-is-2012-haupt,Q266,lm06
soep-is,soep-is-2012-haupt,Q267,lm12
soep-is,soep-is-2012-haupt,Q268,lm08
soep-is,soep-is-2012-haupt,Q269,lm09
soep-is,soep-is-2012-haupt,Q270,lm10
soep-is,soep-is-2012-haupt,Q271,lm11
soep-is,soep-is-2012-haupt,Q272,lm07
soep-is,soep-is-2012-haupt,Q273,lrelneu
soep-is,soep-is-2012-haupt,Q274,lrel
soep-is,soep-is-2012-haupt,Q275,lrelso
soep-is,soep-is-2012-haupt,Q276,pges01
soep-is,soep-is-2012-haupt,Q277a,pges04
soep-is,soep-is-2012-haupt,Q277a,pges05
soep-is,soep-is-2012-haupt,Q277a,pges06
soep-is,soep-is-2012-haupt,Q277a,pges07
soep-is,soep-is-2012-haupt,Q277a,pges08
soep-is,soep-is-2012-haupt,Q277a,pges09
soep-is,soep-is-2012-haupt,Q277b,pges10
soep-is,soep-is-2012-haupt,Q277b,pges11
soep-is,soep-is-2012-haupt,Q277b,pges12
soep-is,soep-is-2012-haupt,Q277b,pges13
soep-is,soep-is-2012-haupt,Q278,pgr
soep-is,soep-is-2012-haupt,Q279,pkilo
soep-is,soep-is-2012-haupt,Q280,pges02
soep-is,soep-is-2012-haupt,Q281,pschl1
soep-is,soep-is-2012-haupt,Q281,pschl1
soep-is,soep-is-2012-haupt,Q281,pschl2
soep-is,soep-is-2012-haupt,Q282,pbeh1
soep-is,soep-is-2012-haupt,Q283,pbeh2
soep-is,soep-is-2012-haupt,Q284,pdr1
soep-is,soep-is-2012-haupt,Q284,pdr2
soep-is,soep-is-2012-haupt,Q285,pkr1
soep-is,soep-is-2012-haupt,Q286,pkr6
soep-is,soep-is-2012-haupt,Q286,pkr5
soep-is,soep-is-2012-haupt,Q286,pkr4
soep-is,soep-is-2012-haupt,Q287,pkv01
soep-is,soep-is-2012-haupt,Q288,pfs141
soep-is,soep-is-2012-haupt,Q288,pfs011
soep-is,soep-is-2012-haupt,Q288,pfs021
soep-is,soep-is-2012-haupt,Q288,pfs031
soep-is,soep-is-2012-haupt,Q288,pfs111
soep-is,soep-is-2012-haupt,Q288,pfs041
soep-is,soep-is-2012-haupt,Q288,pfs051
soep-is,soep-is-2012-haupt,Q288,pfs061
soep-is,soep-is-2012-haupt,Q288,pfs071
soep-is,soep-is-2012-haupt,Q288,pfs081
soep-is,soep-is-2012-haupt,Q288,pfs091
soep-is,soep-is-2012-haupt,Q288,pfs121
soep-is,soep-is-2012-haupt,Q288,pfs131
soep-is,soep-is-2012-haupt,Q288,pfs101
soep-is,soep-is-2012-haupt,Q288,pfsno
soep-is,soep-is-2012-haupt,Q288,pfsso
soep-is,soep-is-2012-haupt,Q289.01,pfs143
soep-is,soep-is-2012-haupt,Q289.01,pfs142
soep-is,soep-is-2012-haupt,Q289.02,pfs013
soep-is,soep-is-2012-haupt,Q289.02,pfs012
soep-is,soep-is-2012-haupt,Q289.03,pfs023
soep-is,soep-is-2012-haupt,Q289.03,pfs022
soep-is,soep-is-2012-haupt,Q289.04,pfs033
soep-is,soep-is-2012-haupt,Q289.04,pfs032
soep-is,soep-is-2012-haupt,Q289.05,pfs113
soep-is,soep-is-2012-haupt,Q289.05,pfs112
soep-is,soep-is-2012-haupt,Q289.06,pfs043
soep-is,soep-is-2012-haupt,Q289.06,pfs042
soep-is,soep-is-2012-haupt,Q289.07,pfs053
soep-is,soep-is-2012-haupt,Q289.07,pfs052
soep-is,soep-is-2012-haupt,Q289.08,pfs063
soep-is,soep-is-2012-haupt,Q289.08,pfs062
soep-is,soep-is-2012-haupt,Q289.09,pfs073
soep-is,soep-is-2012-haupt,Q289.09,pfs072
soep-is,soep-is-2012-haupt,Q289.10,pfs083
soep-is,soep-is-2012-haupt,Q289.10,pfs082
soep-is,soep-is-2012-haupt,Q289.11,pfs093
soep-is,soep-is-2012-haupt,Q289.11,pfs092
soep-is,soep-is-2012-haupt,Q289.12,pfs123
soep-is,soep-is-2012-haupt,Q289.12,pfs122
soep-is,soep-is-2012-haupt,Q289.13,pfs133
soep-is,soep-is-2012-haupt,Q289.13,pfs132
soep-is,soep-is-2012-haupt,Q289.14,pfs103
soep-is,soep-is-2012-haupt,Q289.14,pfs102
soep-is,soep-is-2012-haupt,Q290,pzule1
soep-is,soep-is-2013-a,A000C,name
soep-is,soep-is-2013-a,A000C,lsex
soep-is,soep-is-2013-a,A000C,lgeb
soep-is,soep-is-2013-a,A000C,lgebmo
soep-is,soep-is-2013-a,Q6,hh
soep-is,soep-is-2013-a,Q7,q006
soep-is,soep-is-2013-a,Q9,hwj
soep-is,soep-is-2013-a,Q9,hwm
soep-is,soep-is-2013-a,Q10,hhtyp
soep-is,soep-is-2013-a,Q11,hheim
soep-is,soep-is-2013-a,Q12,hwohn09
soep-is,soep-is-2013-a,Q13.1971,hwohn09a
soep-is,soep-is-2013-a,Q13.1981,hwohn09a
soep-is,soep-is-2013-a,Q13.1991,hwohn09a
soep-is,soep-is-2013-a,Q13.2001,hwohn09a
soep-is,soep-is-2013-a,Q13.2011,hwohn09a
soep-is,soep-is-2013-a,Q15,hqm
soep-is,soep-is-2013-a,Q16,hm01
soep-is,soep-is-2013-a,Q17,hm04
soep-is,soep-is-2013-a,Q17,hm05
soep-is,soep-is-2013-a,Q18,hm06
soep-is,soep-is-2013-a,Q19,hm07
soep-is,soep-is-2013-a,Q19,hm08
soep-is,soep-is-2013-a,Q20,hm14
soep-is,soep-is-2013-a,Q20,hm15
soep-is,soep-is-2013-a,Q21,hm09
soep-is,soep-is-2013-a,Q22a,hm10
soep-is,soep-is-2013-a,Q22a,hm11
soep-is,soep-is-2013-a,Q22b,hm10
soep-is,soep-is-2013-a,Q22b,hm11
soep-is,soep-is-2013-a,Q23,hzahl
soep-is,soep-is-2013-a,Q24,he01
soep-is,soep-is-2013-a,Q25,he02
soep-is,soep-is-2013-a,Q26,hzahl1
soep-is,soep-is-2013-a,Q27,he03
soep-is,soep-is-2013-a,Q28,he05
soep-is,soep-is-2013-a,Q29,he06
soep-is,soep-is-2013-a,Q30,he07
soep-is,soep-is-2013-a,Q31,hverm1
soep-is,soep-is-2013-a,Q32,hverm2
soep-is,soep-is-2013-a,Q33,hverm3
soep-is,soep-is-2013-a,Q34,hverm4
soep-is,soep-is-2013-a,Q35,hkred1
soep-is,soep-is-2013-a,Q36,hkred2
soep-is,soep-is-2013-a,Q37,hwa
soep-is,soep-is-2013-a,Q38,hzins1
soep-is,soep-is-2013-a,Q38,hzins1
soep-is,soep-is-2013-a,Q39,hzins2
soep-is,soep-is-2013-a,Q40,hdkg1
soep-is,soep-is-2013-a,Q40,hdkz1
soep-is,soep-is-2013-a,Q40,hdag1
soep-is,soep-is-2013-a,Q40,hdpg1
soep-is,soep-is-2013-a,Q40,hdsh1
soep-is,soep-is-2013-a,Q40,hdgs1
soep-is,soep-is-2013-a,Q40,hdwg1
soep-is,soep-is-2013-a,Q41,hdkg2
soep-is,soep-is-2013-a,Q42,hdkg3
soep-is,soep-is-2013-a,Q43,hdkz2
soep-is,soep-is-2013-a,Q44,hdag2
soep-is,soep-is-2013-a,Q45,hdpg2
soep-is,soep-is-2013-a,Q46,hdsh2
soep-is,soep-is-2013-a,Q47,hdgs2
soep-is,soep-is-2013-a,Q48,hdwg2
soep-is,soep-is-2013-a,Q49,hnetto
soep-is,soep-is-2013-a,Q50,znettox1
soep-is,soep-is-2013-a,Q51,znettox2
soep-is,soep-is-2013-a,Q52,znettox3
soep-is,soep-is-2013-a,Q53,znettox4
soep-is,soep-is-2013-a,Q54,znettox5
soep-is,soep-is-2013-a,Q55,hspar1
soep-is,soep-is-2013-a,Q55,hspar2
soep-is,soep-is-2013-a,Q56,hpfleg
soep-is,soep-is-2013-a,Q57,"hpstuf, hpl"
soep-is,soep-is-2013-a,Q58,q051
soep-is,soep-is-2013-a,Q59,pzuf01
soep-is,soep-is-2013-a,Q59,pzuf20
soep-is,soep-is-2013-a,Q59,pzuf02
soep-is,soep-is-2013-a,Q59,pzuf17
soep-is,soep-is-2013-a,Q59,pzuf04
soep-is,soep-is-2013-a,Q59,pzuf05
soep-is,soep-is-2013-a,Q59,pzuf07
soep-is,soep-is-2013-a,Q59,pzuf08
soep-is,soep-is-2013-a,Q59,pzuf13
soep-is,soep-is-2013-a,Q60,pgef1
soep-is,soep-is-2013-a,Q60,pgef2
soep-is,soep-is-2013-a,Q60,pgef3
soep-is,soep-is-2013-a,Q60,pgef4
soep-is,soep-is-2013-a,Q61,pbez01
soep-is,soep-is-2013-a,Q61,pbez02
soep-is,soep-is-2013-a,Q61,pbez03
soep-is,soep-is-2013-a,Q62,pbez06
soep-is,soep-is-2013-a,Q63,pego01
soep-is,soep-is-2013-a,Q63,pego02
soep-is,soep-is-2013-a,Q63,pego03
soep-is,soep-is-2013-a,Q63,pego04
soep-is,soep-is-2013-a,Q63,pego05
soep-is,soep-is-2013-a,Q63,pego06
soep-is,soep-is-2013-a,Q63,pego07
soep-is,soep-is-2013-a,Q63,pego08
soep-is,soep-is-2013-a,Q63,pego09
soep-is,soep-is-2013-a,Q63,pego10
soep-is,soep-is-2013-a,Q63,pego11
soep-is,soep-is-2013-a,Q63,pego12
soep-is,soep-is-2013-a,Q63,pego13
soep-is,soep-is-2013-a,Q63,pego14
soep-is,soep-is-2013-a,Q63,pego15
soep-is,soep-is-2013-a,Q63,pego16
soep-is,soep-is-2013-a,Q2631,pegoanw11
soep-is,soep-is-2013-a,Q2631,pegoanw12
soep-is,soep-is-2013-a,Q2631,pegoanw13
soep-is,soep-is-2013-a,Q2631,pegoanw14
soep-is,soep-is-2013-a,Q2631,pegoanw15
soep-is,soep-is-2013-a,Q2631,pegoanw16
soep-is,soep-is-2013-a,Q2632,pegoanw2
soep-is,soep-is-2013-a,Q64,pged
soep-is,soep-is-2013-a,Q65,prisk
soep-is,soep-is-2013-a,Q66,pimp
soep-is,soep-is-2013-a,Q68,pgef6
soep-is,soep-is-2013-a,Q68,pgef5
soep-is,soep-is-2013-a,Q68,pgef7
soep-is,soep-is-2013-a,Q71,pfz1
soep-is,soep-is-2013-a,Q71,pfz2
soep-is,soep-is-2013-a,Q71,pfz3
soep-is,soep-is-2013-a,Q71,pfz4
soep-is,soep-is-2013-a,Q71,pfz5
soep-is,soep-is-2013-a,Q71,pfz6
soep-is,soep-is-2013-a,Q71,pfz7
soep-is,soep-is-2013-a,Q71,pfz8
soep-is,soep-is-2013-a,Q71,pfz9
soep-is,soep-is-2013-a,Q72,spo1
soep-is,soep-is-2013-a,Q73,spo21
soep-is,soep-is-2013-a,Q73,spo22
soep-is,soep-is-2013-a,Q73,spo23
soep-is,soep-is-2013-a,Q73,spo24
soep-is,soep-is-2013-a,Q75,spo3a
soep-is,soep-is-2013-a,Q76,spo41a
soep-is,soep-is-2013-a,Q76,spo42a
soep-is,soep-is-2013-a,Q76,spo43a
soep-is,soep-is-2013-a,Q76,spo44a
soep-is,soep-is-2013-a,Q77,spo4mia
soep-is,soep-is-2013-a,Q78,spo5a
soep-is,soep-is-2013-a,Q79,spo6a
soep-is,soep-is-2013-a,Q80,spo6soa
soep-is,soep-is-2013-a,Q81,spo7a
soep-is,soep-is-2013-a,Q82,spo8
soep-is,soep-is-2013-a,Q83,spo3b
soep-is,soep-is-2013-a,Q84,spo41b
soep-is,soep-is-2013-a,Q84,spo42b
soep-is,soep-is-2013-a,Q84,spo43b
soep-is,soep-is-2013-a,Q84,spo44b
soep-is,soep-is-2013-a,Q85,spo4mib
soep-is,soep-is-2013-a,Q86,spo5b
soep-is,soep-is-2013-a,Q87,spo6b
soep-is,soep-is-2013-a,Q88,spo6sob
soep-is,soep-is-2013-a,Q89,spo7b
soep-is,soep-is-2013-a,Q90,spo91
soep-is,soep-is-2013-a,Q90,spo92
soep-is,soep-is-2013-a,Q90,spo93
soep-is,soep-is-2013-a,Q90,spo94
soep-is,soep-is-2013-a,Q91,spo101
soep-is,soep-is-2013-a,Q91,spo102
soep-is,soep-is-2013-a,Q92,spo101
soep-is,soep-is-2013-a,Q93,spo12
soep-is,soep-is-2013-a,Q94,spo131
soep-is,soep-is-2013-a,Q94,spo132
soep-is,soep-is-2013-a,Q96,spo14
soep-is,soep-is-2013-a,Q97,spo15
soep-is,soep-is-2013-a,Q98,spo15so
soep-is,soep-is-2013-a,Q99,ppol1
soep-is,soep-is-2013-a,Q100,ppol2
soep-is,soep-is-2013-a,Q101,ppol3
soep-is,soep-is-2013-a,Q101,ppolso
soep-is,soep-is-2013-a,Q108,lsta1
soep-is,soep-is-2013-a,Q109,lsta2
soep-is,soep-is-2013-a,Q110,lzug01
soep-is,soep-is-2013-a,Q111,lsta1a
soep-is,soep-is-2013-a,Q112,lpnat
soep-is,soep-is-2013-a,Q113,lsta3
soep-is,soep-is-2013-a,Q114,l07
soep-is,soep-is-2013-a,Q115,pp1a
soep-is,soep-is-2013-a,Q116,ppnama
soep-is,soep-is-2013-a,Q117,ppja
soep-is,soep-is-2013-a,Q118,pp2a
soep-is,soep-is-2013-a,Q119,ppleb1a
soep-is,soep-is-2013-a,Q120,ppleba
soep-is,soep-is-2013-a,Q121,pplebja
soep-is,soep-is-2013-a,Q122,pehe1a
soep-is,soep-is-2013-a,Q123,pehe2a
soep-is,soep-is-2013-a,Q124,pp1x
soep-is,soep-is-2013-a,Q125,ppjx
soep-is,soep-is-2013-a,Q126,ppend1x
soep-is,soep-is-2013-a,Q127,ppend2x
soep-is,soep-is-2013-a,Q128,ppleb1x
soep-is,soep-is-2013-a,Q129,ppleb2x
soep-is,soep-is-2013-a,Q130,ppleb3x
soep-is,soep-is-2013-a,Q130,ppleb4x
soep-is,soep-is-2013-a,Q131,pehe1x
soep-is,soep-is-2013-a,Q132,pehe2x
soep-is,soep-is-2013-a,Q133,pehe3x
soep-is,soep-is-2013-a,Q134,pehe4x
soep-is,soep-is-2013-a,Q135,pehe1e
soep-is,soep-is-2013-a,Q136,pehe2e
soep-is,soep-is-2013-a,Q137,pehe5e
soep-is,soep-is-2013-a,Q138,pehe6e
soep-is,soep-is-2013-a,Q139,pehe7e
soep-is,soep-is-2013-a,Q142_Q143,lgesch2
soep-is,soep-is-2013-a,Q142_Q143,lgesch3
soep-is,soep-is-2013-a,Q142_Q143,lgesch1
soep-is,soep-is-2013-a,Q144,lgesch5
soep-is,soep-is-2013-a,Q144,lgesch6
soep-is,soep-is-2013-a,Q144,lgesch7
soep-is,soep-is-2013-a,Q144,lgesch8
soep-is,soep-is-2013-a,Q144,lgeka
soep-is,soep-is-2013-a,Q146,lkh03
soep-is,soep-is-2013-a,Q146,lkh04
soep-is,soep-is-2013-a,Q146,lkh05
soep-is,soep-is-2013-a,Q146,lkh06
soep-is,soep-is-2013-a,Q146,lkh07
soep-is,soep-is-2013-a,Q146,lkh08
soep-is,soep-is-2013-a,Q146,lkh09
soep-is,soep-is-2013-a,Q146,lkh10
soep-is,soep-is-2013-a,Q146,lkhka
soep-is,soep-is-2013-a,Q147,lwied
soep-is,soep-is-2013-a,Q148,l2wohn1
soep-is,soep-is-2013-a,Q149,l2wohn3
soep-is,soep-is-2013-a,Q185,lkind
soep-is,soep-is-2013-a,Q185,lkno
soep-is,soep-is-2013-a,Q186,l38
soep-is,soep-is-2013-a,Q187,lknam x
soep-is,soep-is-2013-a,Q187,lksex x
soep-is,soep-is-2013-a,Q187,lkgeb x
soep-is,soep-is-2013-a,Q187,lkgebmo x
soep-is,soep-is-2013-a,Q191,lkwo x
soep-is,soep-is-2013-a,Q192,pek01
soep-is,soep-is-2013-a,Q192,pek02
soep-is,soep-is-2013-a,Q192,pek03
soep-is,soep-is-2013-a,Q192,pek04
soep-is,soep-is-2013-a,Q192,pek05
soep-is,soep-is-2013-a,Q192,pek07
soep-is,soep-is-2013-a,Q192,pek20
soep-is,soep-is-2013-a,Q192,pek21
soep-is,soep-is-2013-a,Q192,pek22
soep-is,soep-is-2013-a,Q192,pek18
soep-is,soep-is-2013-a,Q192,pek08
soep-is,soep-is-2013-a,Q192,pek09
soep-is,soep-is-2013-a,Q192,pek11
soep-is,soep-is-2013-a,Q192,pekno
soep-is,soep-is-2013-a,Q192,pekno
soep-is,soep-is-2013-a,Q193,pek011
soep-is,soep-is-2013-a,Q193,pek021
soep-is,soep-is-2013-a,Q193,pek031
soep-is,soep-is-2013-a,Q193,pek051
soep-is,soep-is-2013-a,Q193,pek071
soep-is,soep-is-2013-a,Q193,pek201
soep-is,soep-is-2013-a,Q193,pek211
soep-is,soep-is-2013-a,Q193,pek221
soep-is,soep-is-2013-a,Q193,pek181
soep-is,soep-is-2013-a,Q193,pek081
soep-is,soep-is-2013-a,Q193,pek091
soep-is,soep-is-2013-a,Q193,pek111
soep-is,soep-is-2013-a,Q194,p7tag
soep-is,soep-is-2013-a,Q195,perz
soep-is,soep-is-2013-a,Q204,"lsab2, lsab7"
soep-is,soep-is-2013-a,Q205,lsab3
soep-is,soep-is-2013-a,Q206,lsab7x
soep-is,soep-is-2013-a,Q207,lsab7y
soep-is,soep-is-2013-a,Q208,lsab9
soep-is,soep-is-2013-a,Q209,lsab5
soep-is,soep-is-2013-a,Q210,lsab1
soep-is,soep-is-2013-a,Q212,lab01
soep-is,soep-is-2013-a,Q213,lab02
soep-is,soep-is-2013-a,Q213,lab02
soep-is,soep-is-2013-a,Q213,lab03
soep-is,soep-is-2013-a,Q213,lab03
soep-is,soep-is-2013-a,Q213,lab04
soep-is,soep-is-2013-a,Q213,lab05
soep-is,soep-is-2013-a,Q213,lab06
soep-is,soep-is-2013-a,Q213,lab07
soep-is,soep-is-2013-a,Q213,lab07
soep-is,soep-is-2013-a,Q213,lab08
soep-is,soep-is-2013-a,Q213,lab08ka
soep-is,soep-is-2013-a,Q214,lab08x
soep-is,soep-is-2013-a,Q216,paus1
soep-is,soep-is-2013-a,Q217,paus2
soep-is,soep-is-2013-a,Q217,paus5
soep-is,soep-is-2013-a,Q217,paus3
soep-is,soep-is-2013-a,Q217,paus4
soep-is,soep-is-2013-a,Q217,pauska
soep-is,soep-is-2013-a,Q218,paus2
soep-is,soep-is-2013-a,Q219,lal10a
soep-is,soep-is-2013-a,Q220,lal10b
soep-is,soep-is-2013-a,Q221,lalo
soep-is,soep-is-2013-a,Q222,lal10c
soep-is,soep-is-2013-a,Q223,lbesch10
soep-is,soep-is-2013-a,Q223,lbesch10n
soep-is,soep-is-2013-a,Q225,pend1
soep-is,soep-is-2013-a,Q226,pend2
soep-is,soep-is-2013-a,Q226,pend3
soep-is,soep-is-2013-a,Q226,pendka
