study_name,instrument_name,question_name,concept_name
soep-is,soep-is-2011,Q109,p01v
soep-is,soep-is-2011,Q109,p02v
soep-is,soep-is-2011,Q109,p03v
soep-is,soep-is-2011,Q109,p04v
soep-is,soep-is-2011,Q109,p05v
soep-is,soep-is-2011,Q109,p06v
soep-is,soep-is-2011,Q109,p07v
soep-is,soep-is-2011,Q109,p08v
soep-is,soep-is-2011,Q109,p09v
soep-is,soep-is-2011,Q109,p10v
soep-is,soep-is-2011,Q109,p11v
soep-is,soep-is-2011,Q109,p12v
soep-is,soep-is-2011,Q109,p13v
soep-is,soep-is-2011,Q109,p14v
soep-is,soep-is-2011,Q109,p15v
soep-is,soep-is-2011,Q109,p16v
soep-is,soep-is-2011,Q109,pvka
soep-is,soep-is-2011,Q109C,p02va
soep-is,soep-is-2011,Q109C.1,p07va
soep-is,soep-is-2011,Q109C.2,p08va
soep-is,soep-is-2011,Q109C.3,p09va
soep-is,soep-is-2011,Q109C.4,p10va
soep-is,soep-is-2011,Q109C.5,p11va
soep-is,soep-is-2011,Q109C.6,p12va
soep-is,soep-is-2011,Q109C.7,p13va
soep-is,soep-is-2011,Q109C.8,p14va
soep-is,soep-is-2011,Q109C.9,p15va
soep-is,soep-is-2011,Q109C.10,p16va
soep-is,soep-is-2011,Q109D.1,p01vb
soep-is,soep-is-2011,Q109D.2,p02vb
soep-is,soep-is-2011,Q109D.3,p03vb
soep-is,soep-is-2011,Q109D.4,p04vb
soep-is,soep-is-2011,Q109D.5,p05vb
soep-is,soep-is-2011,Q109D.6,p06vb
soep-is,soep-is-2011,Q109D.7,p07vb
soep-is,soep-is-2011,Q109D.8,p08vb
soep-is,soep-is-2011,Q109D.9,p09vb
soep-is,soep-is-2011,Q109D.10,p10vb
soep-is,soep-is-2011,Q109D.11,p11vb
soep-is,soep-is-2011,Q109D.12,p12vb
soep-is,soep-is-2011,Q109D.13,p13vb
soep-is,soep-is-2011,Q109D.14,p14vb
soep-is,soep-is-2011,Q109D.15,p15vb
soep-is,soep-is-2011,Q109D.16,p16vb
soep-is,soep-is-2011,Q110,pbez06
soep-is,soep-is-2011,Q111,lkh03
soep-is,soep-is-2011,Q111,lkh04
soep-is,soep-is-2011,Q111,lkh05
soep-is,soep-is-2011,Q111,lkh06
soep-is,soep-is-2011,Q111,lkh07
soep-is,soep-is-2011,Q111,lkh08
soep-is,soep-is-2011,Q111,lkh09
soep-is,soep-is-2011,Q111,lkh10
soep-is,soep-is-2011,Q112,lwied
soep-is,soep-is-2011,Q113,l2wohn1
soep-is,soep-is-2011,Q114,l2wohn3
soep-is,soep-is-2011,Q116,hkind
soep-is,soep-is-2011,Q117A,hknam
soep-is,soep-is-2011,Q117A,hkgeb
soep-is,soep-is-2011,Q117A,hksex
soep-is,soep-is-2011,Q117B,hkgebmo
soep-is,soep-is-2011,Q119,awoch
soep-is,soep-is-2011,Q120A,agro
soep-is,soep-is-2011,Q120B,akop
soep-is,soep-is-2011,Q120C,agew
soep-is,soep-is-2011,Q121,aunt
soep-is,soep-is-2011,Q122,astor
soep-is,soep-is-2011,Q123,astor1
soep-is,soep-is-2011,Q123,astor2
soep-is,soep-is-2011,Q123,astor3
soep-is,soep-is-2011,Q123,astor4
soep-is,soep-is-2011,Q123,astor5
soep-is,soep-is-2011,Q123,astor6
soep-is,soep-is-2011,Q123,astor7
soep-is,soep-is-2011,Q123,astor8
soep-is,soep-is-2011,Q123,astor9
soep-is,soep-is-2011,Q124,aein1
soep-is,soep-is-2011,Q125,aein1s
soep-is,soep-is-2011,Q126,abet5
soep-is,soep-is-2011,Q126,abet3
soep-is,soep-is-2011,Q126,abet1
soep-is,soep-is-2011,Q126,abet2
soep-is,soep-is-2011,Q126,abet4
soep-is,soep-is-2011,Q126,abetka
soep-is,soep-is-2011,Q127,aein1
soep-is,soep-is-2011,Q128,aein1s
soep-is,soep-is-2011,Q129,abet5
soep-is,soep-is-2011,Q129,abet3
soep-is,soep-is-2011,Q129,abet1
soep-is,soep-is-2011,Q129,abet2
soep-is,soep-is-2011,Q129,abet4
soep-is,soep-is-2011,Q129,abetka
soep-is,soep-is-2011,Q130A,bver01
soep-is,soep-is-2011,Q130A,bver02
soep-is,soep-is-2011,Q130A,bver03
soep-is,soep-is-2011,Q130A,bver04
soep-is,soep-is-2011,Q130A,bver05
soep-is,soep-is-2011,Q130A,bver06
soep-is,soep-is-2011,Q130A,bver07
soep-is,soep-is-2011,Q130A,bver08
soep-is,soep-is-2011,Q130B,bver09
soep-is,soep-is-2011,Q130B,bver10
soep-is,soep-is-2011,Q130B,bver11
soep-is,soep-is-2011,Q130B,bver12
soep-is,soep-is-2011,Q130B,bver13
soep-is,soep-is-2011,Q130B,bver14
soep-is,soep-is-2011,Q130B,bver15
soep-is,soep-is-2011,Q130B,bver16
soep-is,soep-is-2011,Q130B,bver17
soep-is,soep-is-2011,Q131,bgew
soep-is,soep-is-2011,Q131B,agro
soep-is,soep-is-2011,Q132,bstor
soep-is,soep-is-2011,Q133,bstor01
soep-is,soep-is-2011,Q133,bstor02
soep-is,soep-is-2011,Q133,bstor03
soep-is,soep-is-2011,Q133,bstor04
soep-is,soep-is-2011,Q133,bstor05
soep-is,soep-is-2011,Q133,bstor06
soep-is,soep-is-2011,Q133,bstor07
soep-is,soep-is-2011,Q133,bstor08
soep-is,soep-is-2011,Q133,bstor09
soep-is,soep-is-2011,Q133,bstor10
soep-is,soep-is-2011,Q133,bstor11
soep-is,soep-is-2011,Q133,bstor12
soep-is,soep-is-2011,Q133,bstor14
soep-is,soep-is-2011,Q133,bstor13
soep-is,soep-is-2011,Q134,bvergl1
soep-is,soep-is-2011,Q134,bvergl2
soep-is,soep-is-2011,Q134,bvergl3
soep-is,soep-is-2011,Q134,bvergl4
soep-is,soep-is-2011,Q135,cein3cein4
soep-is,soep-is-2011,Q136,cein9
soep-is,soep-is-2011,Q137,aein1
soep-is,soep-is-2011,Q137b,aein1s
soep-is,soep-is-2011,Q138,abet5
soep-is,soep-is-2011,Q138,abet3
soep-is,soep-is-2011,Q138,abet1
soep-is,soep-is-2011,Q138,abet2
soep-is,soep-is-2011,Q138,abet4
soep-is,soep-is-2011,Q139A,bver01
soep-is,soep-is-2011,Q139A,bver02
soep-is,soep-is-2011,Q139A,bver03
soep-is,soep-is-2011,Q139A,bver04
soep-is,soep-is-2011,Q139A,bver05
soep-is,soep-is-2011,Q139A,bver06
soep-is,soep-is-2011,Q139A,bver07
soep-is,soep-is-2011,Q139A,bver08
soep-is,soep-is-2011,Q139B,bver09
soep-is,soep-is-2011,Q139B,bver10
soep-is,soep-is-2011,Q139B,bver11
soep-is,soep-is-2011,Q139B,bver12
soep-is,soep-is-2011,Q139B,bver13
soep-is,soep-is-2011,Q139B,bver14
soep-is,soep-is-2011,Q139B,bver15
soep-is,soep-is-2011,Q139B,bver16
soep-is,soep-is-2011,Q139B,bver17
soep-is,soep-is-2011,Q140,bgew
soep-is,soep-is-2011,Q140B,agro
soep-is,soep-is-2011,Q141,bstor
soep-is,soep-is-2011,Q142,cstor1
soep-is,soep-is-2011,Q142,bstor05
soep-is,soep-is-2011,Q142,bstor07
soep-is,soep-is-2011,Q142,bstor08
soep-is,soep-is-2011,Q142,bstor10
soep-is,soep-is-2011,Q142,bstor11
soep-is,soep-is-2011,Q142,bstor12
soep-is,soep-is-2011,Q142,bstor14
soep-is,soep-is-2011,Q142,bstor13
soep-is,soep-is-2011,Q143,cverg01
soep-is,soep-is-2011,Q143,cverg02
soep-is,soep-is-2011,Q143,cverg03
soep-is,soep-is-2011,Q143,cverg04
soep-is,soep-is-2011,Q143,cverg05
soep-is,soep-is-2011,Q143,cverg06
soep-is,soep-is-2011,Q143,bvergl1
soep-is,soep-is-2011,Q143,bvergl3
soep-is,soep-is-2011,Q143,bvergl4
soep-is,soep-is-2011,Q143,cverg10
soep-is,soep-is-2011,Q144,csch1
soep-is,soep-is-2011,Q144,csch2
soep-is,soep-is-2011,Q144,csch3
soep-is,soep-is-2011,Q145,csch4
soep-is,soep-is-2011,Q145,csch5
soep-is,soep-is-2011,Q145,csch6
soep-is,soep-is-2011,Q11111,ivoriat
soep-is,soep-is-2011,Q11113,ieb_iat_1
soep-is,soep-is-2011,Q11113,ieb_iat_2
soep-is,soep-is-2011,Q11114,ieb_iat_3
soep-is,soep-is-2011,Q11114,ieb_iat_3o
soep-is,soep-is-2011,Q11115,inachiat
soep-is,soep-is-2011,Q11115,inachiato
soep-is,soep-is-2011,Q145b,ivornaa01
soep-is,soep-is-2011,Q145b,ivornaa02
soep-is,soep-is-2011,Q145c,ivornab01
soep-is,soep-is-2011,Q145c,ivornab02
soep-is,soep-is-2011,Q145d,ivornac01
soep-is,soep-is-2011,Q145d,ivornac02
soep-is,soep-is-2011,Q145e,ivornad01
soep-is,soep-is-2011,Q145e,ivornad02
soep-is,soep-is-2011,Q146,pek01
soep-is,soep-is-2011,Q146,pek02
soep-is,soep-is-2011,Q146,pek03
soep-is,soep-is-2011,Q146,pek04
soep-is,soep-is-2011,Q146,pek05
soep-is,soep-is-2011,Q146,pek06
soep-is,soep-is-2011,Q146,pek07
soep-is,soep-is-2011,Q146,pek08
soep-is,soep-is-2011,Q146,pek09
soep-is,soep-is-2011,Q146,pek23
soep-is,soep-is-2011,Q146,pek18
soep-is,soep-is-2011,Q146,pek11
soep-is,soep-is-2011,Q146,pekno
soep-is,soep-is-2011,Q147.1,pek011
soep-is,soep-is-2011,Q147.2,pek021
soep-is,soep-is-2011,Q147.3,pek031
soep-is,soep-is-2011,Q147.4,pek051
soep-is,soep-is-2011,Q147.5,pek061
soep-is,soep-is-2011,Q147.6,pek071
soep-is,soep-is-2011,Q147.7,pek081
soep-is,soep-is-2011,Q147.8,pek091
soep-is,soep-is-2011,Q147.9,pek231
soep-is,soep-is-2011,Q147.10,pek181
soep-is,soep-is-2011,Q147,pek111
soep-is,soep-is-2011,Q147b,irenta
soep-is,soep-is-2011,Q147c,irentb
soep-is,soep-is-2011,Q147d,irentc
soep-is,soep-is-2011,Q147e,irentd
soep-is,soep-is-2011,Q148,p7tag
soep-is,soep-is-2011,Q149,perz
soep-is,soep-is-2011,Q150,lsab2
soep-is,soep-is-2011,Q151,lsab3
soep-is,soep-is-2011,Q152,lsab7
soep-is,soep-is-2011,Q153,lsab7
soep-is,soep-is-2011,Q154,lsab9
soep-is,soep-is-2011,Q155,lsab5
soep-is,soep-is-2011,Q155b,lsab1
soep-is,soep-is-2011,Q156,lab01
soep-is,soep-is-2011,Q157,lab02
soep-is,soep-is-2011,Q157,lab02
soep-is,soep-is-2011,Q157,lab03
soep-is,soep-is-2011,Q157,lab03
soep-is,soep-is-2011,Q157,lab04
soep-is,soep-is-2011,Q157,lab05
soep-is,soep-is-2011,Q157,lab06
soep-is,soep-is-2011,Q157,lab07
soep-is,soep-is-2011,Q157,lab07
soep-is,soep-is-2011,Q157,lab08
soep-is,soep-is-2011,Q158,lab08x
soep-is,soep-is-2011,Q159,paus1
soep-is,soep-is-2011,Q160,paus
soep-is,soep-is-2011,Q160a,paus2
soep-is,soep-is-2011,Q160c.1,lal10a
soep-is,soep-is-2011,Q160d,lal10b
soep-is,soep-is-2011,Q160c.2,palomitlela
soep-is,soep-is-2011,Q160e,lal10c
soep-is,soep-is-2011,Q160f,lbesch10
soep-is,soep-is-2011,Q160f,lbesch10n
soep-is,soep-is-2011,Q16006,palo
soep-is,soep-is-2011,Q161,perw
soep-is,soep-is-2011,Q162,paz12
soep-is,soep-is-2011,Q163,pbefr2
soep-is,soep-is-2011,Q164,paz11
soep-is,soep-is-2011,Q164b,lend
soep-is,soep-is-2011,Q164b,l1no
soep-is,soep-is-2011,Q165c,lstd
soep-is,soep-is-2011,Q165d,loed
soep-is,soep-is-2011,Q164e,pbra
soep-is,soep-is-2011,Q165a,larb
soep-is,soep-is-2011,Q165b2,lsst
soep-is,soep-is-2011,Q165c2,lsst
soep-is,soep-is-2011,Q165d2,lazubi
soep-is,soep-is-2011,Q165e2,lang
soep-is,soep-is-2011,Q165f2,lamt
soep-is,soep-is-2011,Q166,pnerw02
soep-is,soep-is-2011,Q167,pnerw10
soep-is,soep-is-2011,Q168,pnerw09
soep-is,soep-is-2011,Q169,pnerw11
soep-is,soep-is-2011,Q169,pnerw12
soep-is,soep-is-2011,Q169,pnerw13
soep-is,soep-is-2011,Q170,pwexl1
soep-is,soep-is-2011,Q171,pwexl4
soep-is,soep-is-2011,Q172,pber
soep-is,soep-is-2011,Q173,poed
soep-is,soep-is-2011,Q174,pbra
soep-is,soep-is-2011,Q175,x
soep-is,soep-is-2011,Q176,pvor1
soep-is,soep-is-2011,Q177,parb
soep-is,soep-is-2011,Q178,pang
soep-is,soep-is-2011,Q179,pamt
soep-is,soep-is-2011,Q180,pazubi
soep-is,soep-is-2011,Q181,pseitj
soep-is,soep-is-2011,Q181,pseitm
soep-is,soep-is-2011,Q182,pzaf
soep-is,soep-is-2011,Q183,pbefr1
soep-is,soep-is-2011,Q184,pgesunt
soep-is,soep-is-2011,Q185,psstx
soep-is,soep-is-2011,Q186,psst
soep-is,soep-is-2011,Q187.1,paz08
soep-is,soep-is-2011,Q188,paz10
soep-is,soep-is-2011,Q188b,paz15
soep-is,soep-is-2011,Q188b,paz16
soep-is,soep-is-2011,Q188c,paz17
soep-is,soep-is-2011,Q188c,paz18
soep-is,soep-is-2011,Q189,pwohn1
soep-is,soep-is-2011,Q190,pwohn3
soep-is,soep-is-2011,Q191,pwohn4
soep-is,soep-is-2011,Q191,pwohn5
soep-is,soep-is-2011,Q192,pbrut
soep-is,soep-is-2011,Q192,pnett
soep-is,soep-is-2011,Q193,pjob01
soep-is,soep-is-2011,Q194,pjob15
soep-is,soep-is-2011,Q195,precht01
soep-is,soep-is-2011,Q196,precht04
soep-is,soep-is-2011,Q196,precht05
soep-is,soep-is-2011,Q197,precht02
soep-is,soep-is-2011,Q197,precht03
soep-is,soep-is-2011,Q198,parb01
soep-is,soep-is-2011,Q198,parb02
soep-is,soep-is-2011,Q198,parb03
soep-is,soep-is-2011,Q198,parb04
soep-is,soep-is-2011,Q198,parb05
soep-is,soep-is-2011,Q198,parb06
soep-is,soep-is-2011,Q199,parb07
soep-is,soep-is-2011,Q199,parb08
soep-is,soep-is-2011,Q199,parb09
soep-is,soep-is-2011,Q199,parb10
soep-is,soep-is-2011,Q199,parb11
soep-is,soep-is-2011,Q199,parb12
soep-is,soep-is-2011,Q200,parb07a
soep-is,soep-is-2011,Q200,parb08a
soep-is,soep-is-2011,Q200,parb09a
soep-is,soep-is-2011,Q200,parb10a
soep-is,soep-is-2011,Q200,parb11a
soep-is,soep-is-2011,Q200,parb12a
soep-is,soep-is-2011,Q201,parb13
soep-is,soep-is-2011,Q201,parb14
soep-is,soep-is-2011,Q201,parb15
soep-is,soep-is-2011,Q201,parb16
soep-is,soep-is-2011,Q202,parb13a
soep-is,soep-is-2011,Q202,parb14a
soep-is,soep-is-2011,Q202,parb15a
soep-is,soep-is-2011,Q202,parb16a
soep-is,soep-is-2011,Q203,iroll01
soep-is,soep-is-2011,Q203,iroll02
soep-is,soep-is-2011,Q203,iroll03
soep-is,soep-is-2011,Q203,iroll04
soep-is,soep-is-2011,Q203,iroll05
soep-is,soep-is-2011,Q203,iroll06
soep-is,soep-is-2011,Q204,ifrber01
soep-is,soep-is-2011,Q204,ifrber02
soep-is,soep-is-2011,Q204,ifrber03
soep-is,soep-is-2011,Q204,ifrber04
soep-is,soep-is-2011,Q204,ifrber05
soep-is,soep-is-2011,Q204,ifrber06
soep-is,soep-is-2011,Q204,ifrber07
soep-is,soep-is-2011,Q204,ifrber08
soep-is,soep-is-2011,Q206,lv03a
soep-is,soep-is-2011,Q207,lv03b
soep-is,soep-is-2011,Q208,lv04
soep-is,soep-is-2011,Q209,lv05
soep-is,soep-is-2011,Q210,lv06
soep-is,soep-is-2011,Q211,lv12
soep-is,soep-is-2011,Q212,lv08
soep-is,soep-is-2011,Q213,lv09
soep-is,soep-is-2011,Q214,lv10
soep-is,soep-is-2011,Q215,lv11
soep-is,soep-is-2011,Q216,lv07
soep-is,soep-is-2011,Q217,lm03a
soep-is,soep-is-2011,Q218,lm03b
soep-is,soep-is-2011,Q219,lm04
soep-is,soep-is-2011,Q220,lm05
soep-is,soep-is-2011,Q221,lm06
soep-is,soep-is-2011,Q222,lm12
soep-is,soep-is-2011,Q223,lm08
soep-is,soep-is-2011,Q224,lm09
soep-is,soep-is-2011,Q225,lm10
soep-is,soep-is-2011,Q226,lm11
soep-is,soep-is-2011,Q227,lm07
soep-is,soep-is-2011,Q228,lrelneu
soep-is,soep-is-2011,Q229,lrel
soep-is,soep-is-2011,Q230,lrelso
soep-is,soep-is-2011,Q231,pges01
soep-is,soep-is-2011,Q232,pges02
soep-is,soep-is-2011,Q233,pschl1
soep-is,soep-is-2011,Q233,pschl2
soep-is,soep-is-2011,Q233c,peinsam1
soep-is,soep-is-2011,Q233c,peinsam2
soep-is,soep-is-2011,Q233c,peinsam3
soep-is,soep-is-2011,Q234,pges14
soep-is,soep-is-2011,Q235,pbeh1
soep-is,soep-is-2011,Q236,pbeh2
soep-is,soep-is-2011,Q237,pdr1
soep-is,soep-is-2011,Q237,pdr2
soep-is,soep-is-2011,Q238,pkr1
soep-is,soep-is-2011,Q239,pkr6
soep-is,soep-is-2011,Q239,pkr5
soep-is,soep-is-2011,Q239,pkr4
soep-is,soep-is-2011,Q240,pkr23
soep-is,soep-is-2011,Q240,pkr7
soep-is,soep-is-2011,Q240,pkr8
soep-is,soep-is-2011,Q240,pkr9
soep-is,soep-is-2011,Q240,pkr10
soep-is,soep-is-2011,Q240,pkr11
soep-is,soep-is-2011,Q240,pkr12
soep-is,soep-is-2011,Q240,pkr13
soep-is,soep-is-2011,Q240,pkr14
soep-is,soep-is-2011,Q240,pkr15
soep-is,soep-is-2011,Q240,pkr24
soep-is,soep-is-2011,Q240,pkr25
soep-is,soep-is-2011,Q240,pkr16
soep-is,soep-is-2011,Q240,pkrno
soep-is,soep-is-2011,Q240,pkrso
soep-is,soep-is-2011,Q241,pkv01
soep-is,soep-is-2011,Q242,pfs141
soep-is,soep-is-2011,Q242,pfs011
soep-is,soep-is-2011,Q242,pfs021
soep-is,soep-is-2011,Q242,pfs031
soep-is,soep-is-2011,Q242,pfs111
soep-is,soep-is-2011,Q242,pfs041
soep-is,soep-is-2011,Q242,pfs051
soep-is,soep-is-2011,Q242,pfs061
soep-is,soep-is-2011,Q242,pfs071
soep-is,soep-is-2011,Q242,pfs081
soep-is,soep-is-2011,Q242,pfs091
soep-is,soep-is-2011,Q242,pfs121
soep-is,soep-is-2011,Q242,pfs131
soep-is,soep-is-2011,Q242,pfs101
soep-is,soep-is-2011,Q242,pfsno
soep-is,soep-is-2011,Q242,pfsso
soep-is,soep-is-2011,Q243.01,pfs143
soep-is,soep-is-2011,Q243.01,pfs142
