study,dataset,variable,url,url_de
soep-is,pbrutto,befstat_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/befstat_v2.png
soep-is,pbrutto,paapor,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/paapor.png
soep-is,pbrutto,pader,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pader.png
soep-is,pbrutto,paderq,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/paderq.png
soep-is,pbrutto,perg,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/perg.png
soep-is,pbrutto,pergz,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pergz.png
soep-is,pbrutto,pfamcode,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pfamcode.png
soep-is,pbrutto,pergzv,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pergzv.png
soep-is,pbrutto,dj,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/dj.png
soep-is,pbrutto,pbio,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pbio.png
soep-is,pbrutto,reclin_bamf_erg,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/reclin_bamf_erg.png
soep-is,pbrutto,reclin_drv_erg,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/reclin_drv_erg.png
soep-is,pbrutto,reclin_iab_form,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/reclin_iab_form.png
soep-is,pbrutto,luecke,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/luecke.png
soep-is,pbrutto,lint_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/lint_h.png
soep-is,pbrutto,lint_v3,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/lint_v3.png
soep-is,pbrutto,pform_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pform_v1.png
soep-is,pbrutto,pform_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pform_v2.png
soep-is,pbrutto,pformv,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/pformv.png
soep-is,pbrutto,stistat,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/stistat.png
soep-is,pbrutto,ber,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/ber.png
soep-is,pbrutto,berv,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/berv.png
soep-is,pbrutto,abwesj_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/abwesj_h.png
soep-is,pbrutto,abwesj_v4,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/abwesj_v4.png
soep-is,pbrutto,abwesm,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/abwesm.png
soep-is,pbrutto,zupan_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/zupan_h.png
soep-is,pbrutto,zupan_v3,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/zupan_v3.png
soep-is,pbrutto,reclin_iab_erg,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/reclin_iab_erg.png
soep-is,pbrutto,anker_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/anker_is.png
soep-is,pbrutto,apperg_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/apperg_is.png
soep-is,pbrutto,bio_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/bio_is.png
soep-is,pbrutto,bipperg_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/bipperg_is.png
soep-is,pbrutto,essanker_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/essanker_is.png
soep-is,pbrutto,ev_gene_erg_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/ev_gene_erg_is.png
soep-is,pbrutto,experiment_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/experiment_is.png
soep-is,pbrutto,modul_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/modul_is.png
soep-is,pbrutto,salivaerg_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/salivaerg_is.png
soep-is,pbrutto,vargeburt_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/vargeburt_is.png
soep-is,pbrutto,flag_ngrewhh,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/pbrutto/flag_ngrewhh.png
soep-is,hbrutto,cid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/cid.png
soep-is,hbrutto,hid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hid.png
soep-is,hbrutto,syear,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/syear.png
soep-is,hbrutto,sample1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/sample1.png
soep-is,hbrutto,befhpmax,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/befhpmax.png
soep-is,hbrutto,hhgr,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hhgr.png
soep-is,hbrutto,hpmax,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hpmax.png
soep-is,hbrutto,htyp,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/htyp.png
soep-is,hbrutto,pteil,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/pteil.png
soep-is,hbrutto,haapor,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/haapor.png
soep-is,hbrutto,herg1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/herg1.png
soep-is,hbrutto,hergs_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hergs_v2.png
soep-is,hbrutto,hstu,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hstu.png
soep-is,hbrutto,hmatrix,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hmatrix.png
soep-is,hbrutto,wum1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wum1.png
soep-is,hbrutto,wum2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wum2.png
soep-is,hbrutto,wum3,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wum3.png
soep-is,hbrutto,udi,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/udi.png
soep-is,hbrutto,datummo,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/datummo.png
soep-is,hbrutto,datumtg,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/datumtg.png
soep-is,hbrutto,intid1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/intid1.png
soep-is,hbrutto,email,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/email.png
soep-is,hbrutto,hadq,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hadq.png
soep-is,hbrutto,heim,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/heim.png
soep-is,hbrutto,htel,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/htel.png
soep-is,hbrutto,intk_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/intk_h.png
soep-is,hbrutto,intk_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/intk_v1.png
soep-is,hbrutto,intk_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/intk_v2.png
soep-is,hbrutto,intza,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/intza.png
soep-is,hbrutto,schk,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/schk.png
soep-is,hbrutto,telk1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/telk1.png
soep-is,hbrutto,telk2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/telk2.png
soep-is,hbrutto,wein_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wein_v2.png
soep-is,hbrutto,wein_v3,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wein_v3.png
soep-is,hbrutto,hform1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hform1.png
soep-is,hbrutto,hforms,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hforms.png
soep-is,hbrutto,hmode,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hmode.png
soep-is,hbrutto,split,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/split.png
soep-is,hbrutto,nextwave_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/nextwave_h.png
soep-is,hbrutto,nextwave_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/nextwave_v2.png
soep-is,hbrutto,sampreg,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/sampreg.png
soep-is,hbrutto,bula_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/bula_h.png
soep-is,hbrutto,bula_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/bula_v1.png
soep-is,hbrutto,bula_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/bula_v2.png
soep-is,hbrutto,intid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/intid.png
soep-is,hbrutto,hader,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/hader.png
soep-is,hbrutto,regtyp,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/regtyp.png
soep-is,hbrutto,incentive_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/incentive_v1.png
soep-is,hbrutto,incentive_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/incentive_v2.png
soep-is,hbrutto,modul_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/modul_is.png
soep-is,hbrutto,nach_cawi_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/nach_cawi_is.png
soep-is,hbrutto,nach_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/nach_is.png
soep-is,hbrutto,split_film_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/split_film_is.png
soep-is,hbrutto,wum2_is,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wum2_is.png
soep-is,hbrutto,wuma1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma1.png
soep-is,hbrutto,wuma2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma2.png
soep-is,hbrutto,wuma3,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma3.png
soep-is,hbrutto,wuma401,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma401.png
soep-is,hbrutto,wuma402,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma402.png
soep-is,hbrutto,wuma403,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma403.png
soep-is,hbrutto,wuma404,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma404.png
soep-is,hbrutto,wuma5,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma5.png
soep-is,hbrutto,wuma6,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma6.png
soep-is,hbrutto,wuma7,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/wuma7.png
soep-is,hbrutto,datumja,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/datumja.png
soep-is,hbrutto,flag_ngrewhh,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/hbrutto/flag_ngrewhh.png
soep-is,biol,cid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/cid.png
soep-is,biol,hid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/hid.png
soep-is,biol,pid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/pid.png
soep-is,biol,syear,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/syear.png
soep-is,biol,intid,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/intid.png
soep-is,biol,iday,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/iday.png
soep-is,biol,imonth,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/imonth.png
soep-is,biol,iyear,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/iyear.png
soep-is,biol,l_bisco1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_bisco1.png
soep-is,biol,l_biscoh1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_biscoh1.png
soep-is,biol,l_biscohv,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_biscohv.png
soep-is,biol,l_biscou1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_biscou1.png
soep-is,biol,l_biscouv,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_biscouv.png
soep-is,biol,l_isco08_fjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco08_fjob.png
soep-is,biol,l_isco08_mjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco08_mjob.png
soep-is,biol,l_isco88_1job,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_1job.png
soep-is,biol,l_isco88_fjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_fjob.png
soep-is,biol,l_isco88_job02,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_job02.png
soep-is,biol,l_isco88_job03,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_job03.png
soep-is,biol,l_isco88_job04,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_job04.png
soep-is,biol,l_isco88_job05,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_job05.png
soep-is,biol,l_isco88_job08,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_job08.png
soep-is,biol,l_isco88_mjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_isco88_mjob.png
soep-is,biol,l_kldb2010_fjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb2010_fjob.png
soep-is,biol,l_kldb2010_mjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb2010_mjob.png
soep-is,biol,l_kldb92_1job,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_1job.png
soep-is,biol,l_kldb92_fjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_fjob.png
soep-is,biol,l_kldb92_job02,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_job02.png
soep-is,biol,l_kldb92_job03,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_job03.png
soep-is,biol,l_kldb92_job04,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_job04.png
soep-is,biol,l_kldb92_job05,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_job05.png
soep-is,biol,l_kldb92_job08,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_job08.png
soep-is,biol,l_kldb92_mjob,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/l_kldb92_mjob.png
soep-is,biol,lb0011_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0011_h.png
soep-is,biol,lb0011_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0011_v1.png
soep-is,biol,lb0012,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0012.png
soep-is,biol,lb0013_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0013_h.png
soep-is,biol,lb0013_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0013_v1.png
soep-is,biol,lb0013_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0013_v2.png
soep-is,biol,lb0014,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0014.png
soep-is,biol,lb0016_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0016_h.png
soep-is,biol,lb0016_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0016_v1.png
soep-is,biol,lb0016_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0016_v2.png
soep-is,biol,lb0016_v3,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0016_v3.png
soep-is,biol,lb0016_v6,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0016_v6.png
soep-is,biol,lb0017_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0017_h.png
soep-is,biol,lb0017_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0017_v2.png
soep-is,biol,lb0018_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0018_h.png
soep-is,biol,lb0018_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0018_v2.png
soep-is,biol,lb0019_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0019_h.png
soep-is,biol,lb0019_v4,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0019_v4.png
soep-is,biol,lb0020_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0020_v2.png
soep-is,biol,lb0021,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0021.png
soep-is,biol,lb0022,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0022.png
soep-is,biol,lb0023,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0023.png
soep-is,biol,lb0024,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0024.png
soep-is,biol,lb0025,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0025.png
soep-is,biol,lb0026,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0026.png
soep-is,biol,lb0027,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0027.png
soep-is,biol,lb0028,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0028.png
soep-is,biol,lb0029,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0029.png
soep-is,biol,lb0030,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0030.png
soep-is,biol,lb0031,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0031.png
soep-is,biol,lb0032,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0032.png
soep-is,biol,lb0033,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0033.png
soep-is,biol,lb0034,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0034.png
soep-is,biol,lb0035,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0035.png
soep-is,biol,lb0036,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0036.png
soep-is,biol,lb0037_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0037_h.png
soep-is,biol,lb0037_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0037_v2.png
soep-is,biol,lb0038,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0038.png
soep-is,biol,lb0040,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0040.png
soep-is,biol,lb0041_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0041_h.png
soep-is,biol,lb0041_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0041_v1.png
soep-is,biol,lb0041_v2,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0041_v2.png
soep-is,biol,lb0042_h,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0042_h.png
soep-is,biol,lb0042_v1,,https://git.soep.de/soep-public/graphics/-/raw/soep-is-2023/IS/biol/lb0042_v1.png
